"YDR360W"	"OPI7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR361C"	"BCP1"	"protein-transporting"	"protein"	"BCP1"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR362C"	"TFC6"	"tau"	"91"	"transcription"	"factor"	"TFIIIC"	"subunit"	"TFC6"	""	""	""	""	""	""	""	""
"YDR363W"	"ESC2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR363W-A"	"SEM1"	"DSS1"	"HOD1"	"proteasome"	"regulatory"	"particle"	"lid"	"subunit"	"SEM1"	""	""	""	""	""	""	""
"YDR364C"	"CDC40"	"PRP17"	"SLT15"	"SLU4"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR365C"	"ESF1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR366C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR367W"	"KEI1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR368W"	"YPR1"	"trifunctional"	"aldehyde"	"reductase/carbonyl"	"reductase"	"(NADPH)/glucose"	"1-dehydrogenase"	"(NADP(+))"	"YPR1"	""	""	""	""	""	""	""
"YDR369C"	"XRS2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR370C"	"DXO1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR371C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR371W"	"CTS2"	"putative"	"chitinase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR372C"	"VPS74"	"API1"	"MNN3"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR373W"	"FRQ1"	"frequenin"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR374C"	"PHO92"	"mRNA-binding"	"phosphate"	"metabolism"	"regulator"	""	""	""	""	""	""	""	""	""	""	""
"YDR374W-A"	"WIP1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR375C"	"BCS1"	"bifunctional"	"AAA"	"family"	"ATPase"	"chaperone/translocase"	"BCS1"	""	""	""	""	""	""	""	""	""
"YDR376W"	"ARH1"	"NADPH-adrenodoxin"	"reductase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR377W"	"ATP17"	"F1F0"	"ATP"	"synthase"	"subunit"	"f"	""	""	""	""	""	""	""	""	""	""
"YDR378C"	"LSM6"	"U4/U6-U5"	"snRNP"	"complex"	"subunit"	"LSM6"	""	""	""	""	""	""	""	""	""	""
"YDR379C-A"	"SDH6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR379W"	"RGA2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR380W"	"ARO10"	"phenylpyruvate"	"decarboxylase"	"ARO10"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR381C-A"	"COI1"	"MCO13"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR381W"	"YRA1"	"RNA-binding"	"protein"	"YRA1"	"SHE11"	""	""	""	""	""	""	""	""	""	""	""
"YDR382W"	"RPP2B"	"L45"	"P2B"	"ribosomal"	"protein"	"P2B"	"RPL45"	"YP2beta"	"YPA1"	""	""	""	""	""	""	""
"YDR383C"	"NKP1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR384C"	"ATO3"	"putative"	"ammonium"	"permease"	"ATO3"	""	""	""	""	""	""	""	""	""	""	""
"YDR385W"	"EFT2"	"elongation"	"factor"	"2"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR386W"	"MUS81"	"SLX3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR387C"	"CIN10"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR388W"	"RVS167"	"amphiphysin"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR389W"	"SAC7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR390C"	"UBA2"	"E1"	"ubiquitin-activating"	"protein"	"UBA2"	"UAL1"	""	""	""	""	""	""	""	""	""	""
"YDR391C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR392W"	"SPT3"	"transcriptional"	"regulator"	"SPT3"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR393W"	"SHE9"	"MDM33"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR394W"	"RPT3"	"proteasome"	"regulatory"	"particle"	"base"	"subunit"	"RPT3"	"YNT1"	"YTA2"	""	""	""	""	""	""	""
"YDR395W"	"SXM1"	"KAP108"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR396W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR397C"	"NCB2"	"negative"	"cofactor"	"2"	"transcription"	"regulator"	"complex"	"subunit"	"NCB2"	"YDR1"	""	""	""	""	""	""
"YDR398W"	"UTP5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR399W"	"HPT1"	"BRA6"	"HGPRTase"	"HPRT"	"hypoxanthine"	"phosphoribosyltransferase"	""	""	""	""	""	""	""	""	""	""
"YDR400W"	"URH1"	"trifunctional"	"uridine"	"nucleosidase/nicotinamide"	"riboside"	"hydrolase/nicotinic"	"acid"	"riboside"	"hydrolase"	""	""	""	""	""	""	""
"YDR401W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR402C"	"DIT2"	"CYP56"	"putative"	"cytochrome"	"P450"	""	""	""	""	""	""	""	""	""	""	""
"YDR403W"	"DIT1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR404C"	"RPB7"	"B16"	"DNA-directed"	"RNA"	"polymerase"	"II"	"subunit"	"RPB7"	""	""	""	""	""	""	""	""
"YDR405W"	"MRP20"	"mitochondrial"	"54S"	"ribosomal"	"protein"	"YmL41"	"MRPL41"	"uL23m"	"YmL41"	""	""	""	""	""	""	""
"YDR406W"	"PDR15"	"ATP-binding"	"cassette"	"multidrug"	"transporter"	"PDR15"	""	""	""	""	""	""	""	""	""	""
"YDR406W-A"	""	"YDR406C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR407C"	"TRS120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR408C"	"ADE8"	"phosphoribosylglycinamide"	"formyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR409W"	"SIZ1"	"SUMO"	"ligase"	"SIZ1"	"ULL1"	""	""	""	""	""	""	""	""	""	""	""
"YDR410C"	"STE14"	"protein-S-isoprenylcysteine"	"carboxyl"	"O-methyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR411C"	"DFM1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR412W"	"RRP17"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR413C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR414C"	"ERD1"	"LDB2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR415C"	""	"putative"	"aminopeptidase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR416W"	"SYF1"	"mRNA"	"splicing"	"protein"	"SYF1"	"NTC90"	""	""	""	""	""	""	""	""	""	""
"YDR417C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR418W"	"RPL12B"	"L11"	"L12B"	"L15B"	"ribosomal"	"60S"	"subunit"	"protein"	"L12B"	"uL11"	"YL23"	""	""	""	""	""
"YDR419W"	"RAD30"	"DBH1"	"DNA-directed"	"DNA"	"polymerase"	"eta"	""	""	""	""	""	""	""	""	""	""
"YDR420W"	"HKR1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR421W"	"ARO80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR422C"	"SIP1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR423C"	"CAD1"	"YAP2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR424C"	"DYN2"	"dynein"	"light"	"chain"	"SLC1"	""	""	""	""	""	""	""	""	""	""	""
"YDR425W"	"SNX41"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR426C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR427W"	"RPN9"	"NAS7"	"proteasome"	"regulatory"	"particle"	"lid"	"subunit"	"RPN9"	""	""	""	""	""	""	""	""
"YDR428C"	"BNA7"	"arylformamidase"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR429C"	"TIF35"	"translation"	"initiation"	"factor"	"eIF3"	"core"	"subunit"	"g"	""	""	""	""	""	""	""	""
"YDR430C"	"CYM1"	"MOP112"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR431W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR432W"	"NPL3"	"mRNA-binding"	"protein"	"NPL3"	"MTR13"	"MTS1"	"NAB1"	"NOP3"	""	""	""	""	""	""	""	""
"YDR433W"	""	"KRE22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR434W"	"GPI17"	"GPI-anchor"	"transamidase"	"GPI17"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR435C"	"PPM1"	"leucine"	"carboxy"	"methyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR436W"	"PPZ2"	"salt"	"homeostasis"	"regulator"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR437W"	"GPI19"	"phosphatidylinositol"	"N-acetylglucosaminyltransferase"	"GPI19"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR438W"	"THI74"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR439W"	"LRS4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR440W"	"DOT1"	"histone"	"methyltransferase"	"DOT1"	"KMT4"	"PCH1"	""	""	""	""	""	""	""	""	""	""
"YDR441C"	"APT2"	"adenine"	"phosphoribosyltransferase"	"APT2"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR442W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR443C"	"SSN2"	"MED13"	"NUT8"	"RYE3"	"SCA1"	"SRB9"	"SSX5"	"UME2"	""	""	""	""	""	""	""	""
"YDR444W"	""	"putative"	"hydrolase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR445C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR446W"	"ECM11"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR447C"	"RPS17B"	"eS17"	"ribosomal"	"40S"	"subunit"	"protein"	"S17B"	"rp51B"	"RP51B"	"RPL51B"	"S17B"	"S17e"	""	""	""	""
"YDR448W"	"ADA2"	"chromatin-binding"	"transcription"	"regulator"	"ADA2"	"SWI8"	""	""	""	""	""	""	""	""	""	""
"YDR449C"	"UTP6"	"snoRNA-binding"	"rRNA-processing"	"protein"	"UTP6"	""	""	""	""	""	""	""	""	""	""	""
"YDR450W"	"RPS18A"	"ribosomal"	"40S"	"subunit"	"protein"	"S18A"	"S13"	"S18A"	"uS13"	""	""	""	""	""	""	""
"YDR451C"	"YHP1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR452W"	"PPN1"	"endopolyphosphatase"	"PHM5"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR453C"	"TSA2"	"cTPxII"	"thioredoxin"	"peroxidase"	"TSA2"	""	""	""	""	""	""	""	""	""	""	""
"YDR454C"	"GUK1"	"BRA3"	"guanylate"	"kinase"	"PUR5"	""	""	""	""	""	""	""	""	""	""	""
"YDR455C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR456W"	"NHX1"	"bifunctional"	"K:H/Na:H"	"antiporter"	"NHX1"	"NHA2"	"VPL27"	"VPS44"	""	""	""	""	""	""	""	""
"YDR457W"	"TOM1"	"E3"	"ubiquitin-protein"	"ligase"	"TOM1"	""	""	""	""	""	""	""	""	""	""	""
"YDR458C"	"HEH2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR459C"	"PFA5"	"palmitoyltransferase"	"PFA5"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR460W"	"TFB3"	"RIG2"	"TFIIH/NER"	"complex"	"subunit"	"TFB3"	""	""	""	""	""	""	""	""	""	""
"YDR461C-A"	"CMI8"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR461W"	"MFA1"	"mating"	"pheromone"	"a"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR462W"	"MRPL28"	"mitochondrial"	"54S"	"ribosomal"	"protein"	"YmL28"	"mL40"	"YmL28"	""	""	""	""	""	""	""	""
"YDR463W"	"STP1"	"BAP1"	"SSY2"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR464C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR464W"	"SPP41"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR465C"	"RMT2"	"protein-arginine"	"N5-methyltransferase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR466W"	"PKH3"	"protein"	"kinase"	"PKH3"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR467C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR468C"	"TLG1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR469W"	"SDC1"	"CPS25"	"SAF19"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR470C"	"UGO1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR471W"	"RPL27B"	"eL27"	"L27B"	"L27e"	"ribosomal"	"60S"	"subunit"	"protein"	"L27B"	""	""	""	""	""	""	""
"YDR472W"	"TRS31"	"TRAPP"	"subunit"	"TRS31"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR473C"	"PRP3"	"RNA3"	"U4/U6-U5"	"snRNP"	"complex"	"subunit"	"PRP3"	""	""	""	""	""	""	""	""	""
"YDR475C"	"JIP4"	"YDR474C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR476C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR477W"	"SNF1"	"AMP-activated"	"serine/threonine-protein"	"kinase"	"catalytic"	"subunit"	"SNF1"	"CAT1"	"CCR1"	"GLC2"	"HAF3"	"PAS14"	""	""	""	""
"YDR478W"	"SNM1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR479C"	"PEX29"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR480W"	"DIG2"	"RST2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR481C"	"PHO8"	"alkaline"	"phosphatase"	"PHO8"	"phoH"	""	""	""	""	""	""	""	""	""	""	""
"YDR482C"	"CWC21"	"U2-type"	"spliceosomal"	"complex"	"subunit"	"CWC21"	""	""	""	""	""	""	""	""	""	""
"YDR483W"	"KRE2"	"alpha-1,2-mannosyltransferase"	"KRE2"	"MNT1"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR484W"	"VPS52"	"SAC2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR485C"	"VPS72"	"SWC2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR486C"	"VPS60"	"CHM5"	"MOS10"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR487C"	"RIB3"	"3,4-dihydroxy-2-butanone-4-phosphate"	"synthase"	"RIB3"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR488C"	"PAC11"	"dynein"	"intermediate"	"chain"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR489W"	"SLD5"	"CDC105"	"DNA"	"replication"	"protein"	"SLD5"	""	""	""	""	""	""	""	""	""	""
"YDR490C"	"PKH1"	"serine/threonine"	"protein"	"kinase"	"PKH1"	""	""	""	""	""	""	""	""	""	""	""
"YDR491C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR492W"	"IZH1"	"PAQR-type"	"receptor"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR493W"	"MZM1"	"AIM8"	"FMP36"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR494W"	"RSM28"	"mitochondrial"	"37S"	"ribosomal"	"protein"	"RSM28"	"mS46"	""	""	""	""	""	""	""	""	""
"YDR495C"	"VPS3"	"CORVET"	"complex"	"subunit"	"VPS3"	"PEP6"	"VPL3"	"VPT17"	""	""	""	""	""	""	""	""
"YDR496C"	"PUF6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR497C"	"ITR1"	"myo-inositol"	"transporter"	"ITR1"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR498C"	"SEC20"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR499W"	"LCD1"	"DDC2"	"PIE1"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR500C"	"RPL37B"	"eL37"	"L37B"	"L37e"	"L43"	"ribosomal"	"60S"	"subunit"	"protein"	"L37B"	"YL35"	""	""	""	""	""
"YDR501W"	"PLM2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR502C"	"SAM2"	"ETH2"	"methionine"	"adenosyltransferase"	"SAM2"	""	""	""	""	""	""	""	""	""	""	""
"YDR503C"	"LPP1"	"phosphatidate"	"phosphatase"	"LPP1"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR504C"	"SPG3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR505C"	"PSP1"	"GIN5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR506C"	"GMC1"	"putative"	"oxidoreductase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR507C"	"GIN4"	"ERC47"	"protein"	"kinase"	"GIN4"	""	""	""	""	""	""	""	""	""	""	""
"YDR508C"	"GNP1"	"glutamine"	"permease"	"GNP1"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR509W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR510C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR510W"	"SMT3"	"SUMO"	"family"	"protein"	"SMT3"	""	""	""	""	""	""	""	""	""	""	""
"YDR511W"	"SDH7"	"ACN9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR512C"	"EMI1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR513W"	"GRX2"	"dithiol"	"glutaredoxin"	"GRX2"	"TTR1"	""	""	""	""	""	""	""	""	""	""	""
"YDR514C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR515W"	"SLF1"	"SRO99"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR516C"	"EMI2"	"putative"	"glucokinase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR517W"	"GRH1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR518W"	"EUG1"	"protein"	"disulfide"	"isomerase"	"EUG1"	""	""	""	""	""	""	""	""	""	""	""
"YDR519W"	"FPR2"	"FKB2"	"peptidylprolyl"	"isomerase"	"family"	"protein"	"FPR2"	""	""	""	""	""	""	""	""	""
"YDR520C"	"URC2"	"RRT4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR521W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR522C"	"SPS2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR523C"	"SPS1"	"putative"	"serine/threonine"	"protein"	"kinase"	"SPS1"	""	""	""	""	""	""	""	""	""	""
"YDR524C"	"AGE1"	"SAT1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR524C-A"	""	"YDR524C-C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR524C-B"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR524W-C"	""	"YDR524W-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR525W"	"API2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR525W-A"	"SNA2"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR526C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR527W"	"RBA50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR528W"	"HLR1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR529C"	"QCR7"	"COR4"	"CRO1"	"ubiquinol--cytochrome-c"	"reductase"	"subunit"	"7"	"UCR7"	""	""	""	""	""	""	""	""
"YDR530C"	"APA2"	"bifunctional"	"AP-4-A"	"phosphorylase/ADP"	"sulfurylase"	""	""	""	""	""	""	""	""	""	""	""
"YDR531W"	"CAB1"	"pantothenate"	"kinase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR532C"	"KRE28"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR533C"	"HSP31"	"glutathione-independent"	"methylglyoxalase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR534C"	"FIT1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR535C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR536W"	"STL1"	"glucose-inactivated"	"glycerol"	"proton"	"symporter"	"STL1"	""	""	""	""	""	""	""	""	""	""
"YDR537C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR538W"	"PAD1"	"phenylacrylic"	"acid"	"decarboxylase"	"PAD1"	"POF1"	""	""	""	""	""	""	""	""	""	""
"YDR539W"	"FDC1"	"putative"	"phenylacrylic"	"acid"	"decarboxylase"	"FDC1"	""	""	""	""	""	""	""	""	""	""
"YDR540C"	"IRC4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR541C"	""	"carbonyl"	"reductase"	"(NADPH-dependent)"	""	""	""	""	""	""	""	""	""	""	""	""
"YDR542W"	"PAU10"	"seripauperin"	"PAU10"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR543C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR544C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR545C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YDR545W"	"YRF1-1"	"Y'"	"element"	"ATP-dependent"	"helicase"	"protein"	"1"	"copy"	"1"	"YRF1"	""	""	""	""	""	""
"YEL001C"	"IRC22"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL002C"	"WBP1"	"dolichyl-diphosphooligosaccharide-protein"	"glycotransferase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL003W"	"GIM4"	"PFD2"	"tubulin-binding"	"prefolding"	"complex"	"subunit"	"GIM4"	""	""	""	""	""	""	""	""	""
"YEL004W"	"YEA4"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL005C"	"VAB2"	"VAB31"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL006W"	"YEA6"	"NAD+"	"transporter"	"NDT2"	""	""	""	""	""	""	""	""	""	""	""	""
"YEL007W"	"MIT1"	"TOS9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL008C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL008W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL009C"	"GCN4"	"AAS101"	"AAS3"	"amino"	"acid"	"starvation-responsive"	"transcription"	"factor"	"GCN4"	"ARG9"	""	""	""	""	""	""
"YEL009C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL010W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL011W"	"GLC3"	"1,4-alpha-glucan"	"branching"	"enzyme"	"GHA1"	""	""	""	""	""	""	""	""	""	""	""
"YEL012W"	"UBC8"	"E2"	"ubiquitin-conjugating"	"protein"	"UBC8"	"GID3"	""	""	""	""	""	""	""	""	""	""
"YEL013W"	"VAC8"	"protein"	"anchor"	"VAC8"	"YEB3"	""	""	""	""	""	""	""	""	""	""	""
"YEL014C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL015W"	"EDC3"	"DCP3"	"LSM16"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL016C"	"NPP2"	"nucleotide"	"diphosphatase/phosphodiesterase"	"NPP2"	""	""	""	""	""	""	""	""	""	""	""	""
"YEL017C-A"	"PMP2"	"proteolipid"	"ATPase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL017W"	"GTT3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL018C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL018W"	"EAF5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL019C"	"MMS21"	"NSE2"	"PSO10"	"SUMO"	"ligase"	"MMS21"	""	""	""	""	""	""	""	""	""	""
"YEL020C"	"PXP1"	"putative"	"indolepyruvate"	"decarboxylase"	"family"	"protein"	""	""	""	""	""	""	""	""	""	""
"YEL020C-B"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL020W-A"	"TIM9"	"protein"	"transporter"	"TIM9"	""	""	""	""	""	""	""	""	""	""	""	""
"YEL021W"	"URA3"	"orotidine-5'-phosphate"	"decarboxylase"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL022W"	"GEA2"	"Arf"	"family"	"guanine"	"nucleotide"	"exchange"	"factor"	"GEA2"	""	""	""	""	""	""	""	""
"YEL023C"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL024W"	"RIP1"	"ubiquinol--cytochrome-c"	"reductase"	"catalytic"	"subunit"	"RIP1"	""	""	""	""	""	""	""	""	""	""
"YEL025C"	""	"SRI1"	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL026W"	"SNU13"	"RNA"	"binding"	"protein"	"SNU13"	""	""	""	""	""	""	""	""	""	""	""
"YEL027W"	"VMA3"	"CLS7"	"CUP5"	"GEF2"	"H(+)-transporting"	"V0"	"sector"	"ATPase"	"subunit"	"c"	""	""	""	""	""	""
"YEL028W"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL029C"	"BUD16"	"putative"	"pyridoxal"	"kinase"	"BUD16"	""	""	""	""	""	""	""	""	""	""	""
"YEL030C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL030W"	"ECM10"	"Hsp70"	"family"	"ATPase"	"ECM10"	"SSC3"	""	""	""	""	""	""	""	""	""	""
"YEL031W"	"SPF1"	"COD1"	"ion-transporting"	"P-type"	"ATPase"	"SPF1"	"PER9"	"PIO1"	""	""	""	""	""	""	""	""
"YEL032C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL032W"	"MCM3"	"MCM"	"DNA"	"helicase"	"complex"	"subunit"	"MCM3"	""	""	""	""	""	""	""	""	""
"YEL033W"	"MTC7"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL034C-A"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL034W"	"HYP2"	"eIF5A"	"eIF-5A"	"TIF51A"	"translation"	"elongation"	"factor"	"eIF-5A"	""	""	""	""	""	""	""	""
"YEL035C"	"UTR5"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL036C"	"ANP1"	"GEM3"	"MNN8"	""	""	""	""	""	""	""	""	""	""	""	""	""
"YEL037C"	"RAD23"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""
